state,name,temp,mo,da,wban,stn,c,rain,lat,long
CA,SAN FRANCISCO,53.5,12,04,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.2,12,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.7,01,31,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.3,02,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.5,02,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.2,02,28,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.4,03,03,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.8,04,04,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.0,04,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.2,04,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.6,05,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.3,05,15,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.5,06,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.5,06,13,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.9,07,24,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,63.0,08,27,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.1,09,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.7,09,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,50.8,11,27,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,50.2,11,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.2,01,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.5,02,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.6,04,27,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.5,05,01,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.6,05,19,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.5,06,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.1,07,23,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,63.7,08,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.4,08,08,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.2,08,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,67.9,09,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.9,10,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.0,10,04,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,63.3,10,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.0,11,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.8,11,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,48.0,11,25,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,49.4,12,17,99999,994016,1,0,37800.0,-122467.0
